omop_cdm_table,omop_cdm_field,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept
condition_occurrence,condition_type_concept_id,45756852,Carrier claim detail - 10th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756853,Carrier claim detail - 11th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756854,Carrier claim detail - 12th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756855,Carrier claim detail - 13th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756843,Carrier claim detail - 1st position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756844,Carrier claim detail - 2nd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756845,Carrier claim detail - 3rd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756846,Carrier claim detail - 4th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756847,Carrier claim detail - 5th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756848,Carrier claim detail - 6th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756849,Carrier claim detail - 7th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756850,Carrier claim detail - 8th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756851,Carrier claim detail - 9th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756835,Carrier claim header - 1st position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756836,Carrier claim header - 2nd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756837,Carrier claim header - 3rd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756838,Carrier claim header - 4th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756839,Carrier claim header - 5th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756840,Carrier claim header - 6th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756841,Carrier claim header - 7th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45756842,Carrier claim header - 8th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000246,Condition era - 0 days persistence window,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000247,Condition era - 30 days persistence window,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,5086,Condition tested for by diagnostic procedure,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,42894222,EHR Chief Complaint,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,45754805,EHR Episode Entry,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,32019,EHR billing diagnosis,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,32020,EHR encounter diagnosis,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000245,EHR problem list entry,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,44786628,First Position Condition,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000193,Inpatient detail - 10th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000194,Inpatient detail - 11th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000195,Inpatient detail - 12th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000196,Inpatient detail - 13th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000197,Inpatient detail - 14th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000198,Inpatient detail - 15th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,44818709,Inpatient detail - 16th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,44818710,Inpatient detail - 17th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,44818711,Inpatient detail - 18th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,44818712,Inpatient detail - 19th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000184,Inpatient detail - 1st position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,44818713,Inpatient detail - 20th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000185,Inpatient detail - 2nd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000186,Inpatient detail - 3rd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000187,Inpatient detail - 4th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000188,Inpatient detail - 5th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000189,Inpatient detail - 6th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000190,Inpatient detail - 7th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000191,Inpatient detail - 8th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000192,Inpatient detail - 9th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000183,Inpatient detail - primary,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000209,Inpatient header - 10th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000210,Inpatient header - 11th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000211,Inpatient header - 12th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000212,Inpatient header - 13th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000213,Inpatient header - 14th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000214,Inpatient header - 15th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000200,Inpatient header - 1st position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000201,Inpatient header - 2nd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000202,Inpatient header - 3rd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000203,Inpatient header - 4th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000204,Inpatient header - 5th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000205,Inpatient header - 6th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000206,Inpatient header - 7th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000207,Inpatient header - 8th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000208,Inpatient header - 9th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000199,Inpatient header - primary,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,32424,NLP derived,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,43542353,Observation recorded from EHR,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000224,Outpatient detail - 10th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000225,Outpatient detail - 11th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000226,Outpatient detail - 12th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000227,Outpatient detail - 13th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000228,Outpatient detail - 14th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000229,Outpatient detail - 15th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000215,Outpatient detail - 1st position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000216,Outpatient detail - 2nd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000217,Outpatient detail - 3rd position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000218,Outpatient detail - 4th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000219,Outpatient detail - 5th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000220,Outpatient detail - 6th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000221,Outpatient detail - 7th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000222,Outpatient detail - 8th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000223,Outpatient detail - 9th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000239,Outpatient header - 10th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000240,Outpatient header - 11th position,Type Concept,Condition Type,Condition Type,S
condition_occurrence,condition_type_concept_id,38000241,Outpatient header - 12th position,Type Concept,Condition Type,Condition Type,S
