TABLE_NAME,COLUMN_NAME,IS_NULLABLE,DATA_TYPE,DESCRIPTION
CONDITION_OCCURRENCE,CONDITION_OCCURRENCE_ID,NO,INTEGER,"A unique identifier for each Condition Occurrence event."
CONDITION_OCCURRENCE,PERSON_ID,NO,INTEGER,"A foreign key identifier to the Person who is experiencing the condition. The demographic details of that Person are stored in the PERSON table."
CONDITION_OCCURRENCE,CONDITION_CONCEPT_ID,NO,INTEGER,"A foreign key that refers to a Standard Condition Concept identifier in the Standardized Vocabularies."
CONDITION_OCCURRENCE,CONDITION_START_DATE,NO,DATE,"The date when the instance of the Condition is recorded."
CONDITION_OCCURRENCE,CONDITION_START_DATETIME,YES,DATETIME,"The date and time when the instance of the Condition is recorded."
CONDITION_OCCURRENCE,CONDITION_END_DATE,YES,DATE,"The date when the instance of the Condition is considered to have ended."
CONDITION_OCCURRENCE,CONDITION_END_DATETIME,YES,DATE,"The date when the instance of the Condition is considered to have ended."
CONDITION_OCCURRENCE,CONDITION_TYPE_CONCEPT_ID,NO,INTEGER,"A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the source data from which the condition was recorded, the level of standardization, and the type of occurrence."
CONDITION_OCCURRENCE,STOP_REASON,YES,CHARACTER VARYING,"The reason that the condition was no longer present, as indicated in the source data."
CONDITION_OCCURRENCE,PROVIDER_ID,YES,INTEGER,"A foreign key to the Provider in the PROVIDER table who was responsible for capturing (diagnosing) the Condition."
CONDITION_OCCURRENCE,VISIT_OCCURRENCE_ID,YES,INTEGER,"A foreign key to the visit in the VISIT_OCCURRENCE table during which the Condition was determined (diagnosed)."
CONDITION_OCCURRENCE,VISIT_DETAIL_ID,YES,INTEGER,"A foreign key to the visit in the VISIT_DETAIL table during which the Condition was determined (diagnosed)."
CONDITION_OCCURRENCE,CONDITION_SOURCE_VALUE,YES,CHARACTER VARYING,"The source code for the condition as it appears in the source data. This code is mapped to a standard condition concept in the Standardized Vocabularies and the original code is stored here for reference."
CONDITION_OCCURRENCE,CONDITION_SOURCE_CONCEPT_ID,YES,INTEGER,"A foreign key to a Condition Concept that refers to the code used in the source."
CONDITION_OCCURRENCE,CONDITION_STATUS_SOURCE_VALUE,YES,CHARACTER VARYING,"The source code for the condition status as it appears in the source data."
CONDITION_OCCURRENCE,CONDITION_STATUS_CONCEPT_ID,YES,INTEGER,"A foreign key to the predefined concept in the standard vocabulary reflecting the condition status"
DEATH,PERSON_ID,NO,INTEGER,"A foreign key identifier to the deceased person. The demographic details of that person are stored in the person table."
DEATH,DEATH_DATE,NO,DATE,"The date the person was deceased. If the precise date including day or month is not known or not allowed, December is used as the default month, and the last day of the month the default day."
DEATH,DEATH_DATETIME,YES,DATETIME,"The date and time the person was deceased. If the precise date including day or month is not known or not allowed, December is used as the default month, and the last day of the month the default day."
DEATH,DEATH_TYPE_CONCEPT_ID,NO,INTEGER,"A foreign key referring to the predefined concept identifier in the Standardized Vocabularies reflecting how the death was represented in the source data."
DEATH,CAUSE_CONCEPT_ID,YES,INTEGER,"A foreign key referring to a standard concept identifier in the Standardized Vocabularies for conditions."
DEATH,CAUSE_SOURCE_VALUE,YES,CHARACTER VARYING,"The source code for the cause of death as it appears in the source data. This code is mapped to a standard concept in the Standardized Vocabularies and the original code is, stored here for reference."
DEATH,CAUSE_SOURCE_CONCEPT_ID,YES,INTEGER,"A foreign key to the concept that refers to the code used in the source. Note, this variable name is abbreviated to ensure it will be allowable across database platforms."
DEVICE_EXPOSURE,DEVICE_EXPOSURE_ID,NO,INTEGER,"A system-generated unique identifier for each Device Exposure."
DEVICE_EXPOSURE,PERSON_ID,NO,INTEGER,"A foreign key identifier to the Person who is subjected to the Device. The demographic details of that person are stored in the Person table."
DEVICE_EXPOSURE,DEVICE_CONCEPT_ID,NO,INTEGER,"A foreign key that refers to a Standard Concept identifier in the Standardized Vocabularies for the Device concept."
DEVICE_EXPOSURE,DEVICE_EXPOSURE_START_DATE,NO,DATE,"The date the Device or supply was applied or used."
DEVICE_EXPOSURE,DEVICE_EXPOSURE_START_DATETIME,YES,DATETIME,"The date and time the Device or supply was applied or used."
DEVICE_EXPOSURE,DEVICE_EXPOSURE_END_DATE,YES,DATE,"The date the Device or supply was removed from use."
DEVICE_EXPOSURE,DEVICE_EXPOSURE_END_DATETIME,YES,DATETIME,"The date and time the Device or supply was removed from use."
DEVICE_EXPOSURE,DEVICE_TYPE_CONCEPT_ID,NO,INTEGER,"A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the type of Device Exposure recorded. It indicates how the Device Exposure was represented in the source data."
DEVICE_EXPOSURE,UNIQUE_DEVICE_ID,YES,CHARACTER VARYING,"A UDI or equivalent identifying the instance of the Device used in the Person."
DEVICE_EXPOSURE,QUANTITY,YES,INTEGER,"The number of individual Devices used for the exposure."
DEVICE_EXPOSURE,PROVIDER_ID,YES,INTEGER,"A foreign key to the provider in the PROVIDER table who initiated of administered the Device."
DEVICE_EXPOSURE,VISIT_OCCURRENCE_ID,YES,INTEGER,"A foreign key to the visit in the VISIT table during which the device was used."
DEVICE_EXPOSURE,DEVICE_SOURCE_VALUE,YES,CHARACTER VARYING,"The source code for the Device as it appears in the source data. This code is mapped to a standard Device Concept in the Standardized Vocabularies and the original code is stored here for reference."
DEVICE_EXPOSURE,DEVICE_SOURCE_ CONCEPT_ID,YES,INTEGER,"A foreign key to a Device Concept that refers to the code used in the source."
DEVICE_EXPOSURE,VISIT_DETAIL_ID,YES,INTEGER,"A foreign key to the visit in the visit-detail table during which the Drug Exposure was initiated."
DRUG_EXPOSURE,DRUG_EXPOSURE_ID,NO,INTEGER,"A system-generated unique identifier for each Drug utilization event."
DRUG_EXPOSURE,PERSON_ID,NO,INTEGER,"A foreign key identifier to the person who is subjected to the Drug. The demographic details of that person are stored in the person table."
DRUG_EXPOSURE,DRUG_CONCEPT_ID,NO,INTEGER,"A foreign key that refers to a Standard Concept identifier in the Standardized Vocabularies for the Drug concept."
DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATE,NO,DATE,"The start date for the current instance of Drug utilization. Valid entries include a start date of a prescription, the date a prescription was filled, or the date on which a Drug administration procedure was recorded."
DRUG_EXPOSURE,DRUG_EXPOSURE_START_DATETIME,YES,DATETIME,"The start date and time for the current instance of Drug utilization. Valid entries include a start date of a prescription, the date a prescription was filled, or the date on which a Drug administration procedure was recorded."
DRUG_EXPOSURE,DRUG_EXPOSURE_END_DATE,NO,DATE,"The end date for the current instance of Drug utilization. It is not available from all sources."
DRUG_EXPOSURE,DRUG_EXPOSURE_END_DATETIME,YES,DATETIME,"The end date and time for the current instance of Drug utilization. It is not available from all sources."
DRUG_EXPOSURE,VERBATIM_END_DATE,YES,DATE,"The known end date of a drug_exposure as provided by the source"
DRUG_EXPOSURE,DRUG_TYPE_CONCEPT_ID,NO,INTEGER,"A foreign key to the predefined Concept identifier in the Standardized Vocabularies reflecting the type of Drug Exposure recorded. It indicates how the Drug Exposure was represented in the source data."
DRUG_EXPOSURE,STOP_REASON,YES,CHARACTER VARYING,"The reason the Drug was stopped. Reasons include regimen completed, changed, removed, etc."
DRUG_EXPOSURE,REFILLS,YES,INTEGER,"The number of refills after the initial prescription. The initial prescription is not counted, values start with 0."
DRUG_EXPOSURE,QUANTITY,YES,NUMERIC,"The quantity of drug as recorded in the original prescription or dispensing record."
DRUG_EXPOSURE,DAYS_SUPPLY,YES,INTEGER,"The number of days of supply of the medication as recorded in the original prescription or dispensing record."
DRUG_EXPOSURE,SIG,YES,TEXT,"The directions (signetur) on the Drug prescription as recorded in the original prescription (and printed on the container) or dispensing record."
DRUG_EXPOSURE,ROUTE_CONCEPT_ID,YES,INTEGER,"A foreign key to a predefined concept in the Standardized Vocabularies reflecting the route of administration."
DRUG_EXPOSURE,LOT_NUMBER,YES,CHARACTER VARYING,"An identifier assigned to a particular quantity or lot of Drug product from the manufacturer."
DRUG_EXPOSURE,PROVIDER_ID,YES,INTEGER,"A foreign key to the provider in the provider table who initiated (prescribed or administered) the Drug Exposure."
DRUG_EXPOSURE,VISIT_OCCURRENCE_ID,YES,INTEGER,"A foreign key to the visit in the visit table during which the Drug Exposure was initiated."
DRUG_EXPOSURE,DRUG_SOURCE_VALUE,YES,CHARACTER VARYING,"The source code for the Drug as it appears in the source data. This code is mapped to a Standard Drug concept in the Standardized Vocabularies and the original code is, stored here for reference."
DRUG_EXPOSURE,DRUG_SOURCE_CONCEPT_ID,YES,INTEGER,"A foreign key to a Drug Concept that refers to the code used in the source."
DRUG_EXPOSURE,ROUTE_SOURCE_VALUE,YES,CHARACTER VARYING,"The information about the route of administration as detailed in the source."
DRUG_EXPOSURE,DOSE_UNIT_SOURCE_VALUE,YES,CHARACTER VARYING,"The information about the dose unit as detailed in the source."
DRUG_EXPOSURE,VISIT_DETAIL_ID,YES,INTEGER,"A foreign key to the visit in the VISIT_DETAIL table during which the Drug Exposure was initiated."
FACT_RELATIONSHIP,DOMAIN_CONCEPT_ID_1,NO,INTEGER,"The concept representing the domain of fact one, from which the corresponding table can be inferred."
FACT_RELATIONSHIP,FACT_ID_1,NO,INTEGER,"The unique identifier in the table corresponding to the domain of fact one."
FACT_RELATIONSHIP,DOMAIN_CONCEPT_ID_2,NO,INTEGER,"The concept representing the domain of fact two, from which the corresponding table can be inferred."
FACT_RELATIONSHIP,FACT_ID_2,NO,INTEGER,"The unique identifier in the table corresponding to the domain of fact two."
FACT_RELATIONSHIP,RELATIONSHIP_CONCEPT_ID,NO,INTEGER,"A foreign key to a Standard Concept ID of relationship in the Standardized Vocabularies."
MEASUREMENT,MEASUREMENT_ID,NO,INTEGER,"A unique identifier for each Measurement."
MEASUREMENT,PERSON_ID,NO,INTEGER,"A foreign key identifier to the Person about whom the measurement was recorded. The demographic details of that Person are stored in the PERSON table."
MEASUREMENT,MEASUREMENT_CONCEPT_ID,NO,INTEGER,"A foreign key to the standard measurement concept identifier in the Standardized Vocabularies."
MEASUREMENT,MEASUREMENT_DATE,NO,DATE,"The date of the Measurement."
MEASUREMENT,MEASUREMENT_DATETIME,YES,DATETIME,"The date and time of the Measurement. Some database systems don't have a datatype of time. To accomodate all temporal analyses, datatype datetime can be used (combining measurement_date and measurement_time [forum discussion](http://forums.ohdsi.org/t/date-time-and-datetime-problem-and-the-world-of-hours-and-1day/314))"
MEASUREMENT,MEASUREMENT_TYPE_CONCEPT_ID,NO,INTEGER,"A foreign key to the predefined Concept in the Standardized Vocabularies reflecting the provenance from where the Measurement record was recorded."
MEASUREMENT,OPERATOR_CONCEPT_ID,YES,INTEGER,"A foreign key identifier to the predefined Concept in the Standardized Vocabularies reflecting the mathematical operator that is applied to the value_as_number. Operators are <, <=, =, >=, >."
MEASUREMENT,VALUE_AS_NUMBER,YES,NUMERIC,"A Measurement result where the result is expressed as a numeric value."
MEASUREMENT,VALUE_AS_CONCEPT_ID,YES,INTEGER,"A foreign key to a Measurement result represented as a Concept from the Standardized Vocabularies (e.g., positive/negative, present/absent, low/high, etc.)."
MEASUREMENT,UNIT_CONCEPT_ID,YES,INTEGER,"A foreign key to a Standard Concept ID of Measurement Units in the Standardized Vocabularies."
MEASUREMENT,RANGE_LOW,YES,NUMERIC,"The lower limit of the normal range of the Measurement result. The lower range is assumed to be of the same unit of measure as the Measurement value."
MEASUREMENT,RANGE_HIGH,YES,NUMERIC,"The upper limit of the normal range of the Measurement. The upper range is assumed to be of the same unit of measure as the Measurement value."
MEASUREMENT,PROVIDER_ID,YES,INTEGER,"A foreign key to the provider in the PROVIDER table who was responsible for initiating or obtaining the measurement."
MEASUREMENT,VISIT_OCCURRENCE_ID,YES,INTEGER,"A foreign key to the Visit in the VISIT_OCCURRENCE table during which the Measurement was recorded."
MEASUREMENT,VISIT_DETAIL_ID,YES,INTEGER,"A foreign key to the Visit in the VISIT_DETAIL table during which the Measurement was recorded."
MEASUREMENT,MEASUREMENT_SOURCE_VALUE,YES,CHARACTER VARYING,"The Measurement name as it appears in the source data. This code is mapped to a Standard Concept in the Standardized Vocabularies and the original code is stored here for reference."
MEASUREMENT,MEASUREMENT_SOURCE_CONCEPT_ID,YES,INTEGER,"A foreign key to a Concept in the Standard Vocabularies that refers to the code used in the source."
MEASUREMENT,UNIT_SOURCE_VALUE,YES,CHARACTER VARYING,"The source code for the unit as it appears in the source data. This code is mapped to a standard unit concept in the Standardized Vocabularies and the original code is stored here for reference."
MEASUREMENT,VALUE_SOURCE_VALUE,YES,CHARACTER VARYING,"The source value associated with the content of the value_as_number or value_as_concept_id as stored in the source data."
NOTE,NOTE_ID,NO,INTEGER,"A unique identifier for each note."
NOTE,PERSON_ID,NO,INTEGER,"A foreign key identifier to the Person about whom the Note was recorded. The demographic details of that Person are stored in the PERSON table."
NOTE,NOTE_DATE,NO,DATE,"The date the note was recorded."
NOTE,NOTE_DATETIME,YES,DATETIME,"The date and time the note was recorded."
NOTE,NOTE_TYPE_CONCEPT_ID,NO,INTEGER,"A foreign key to the predefined Concept in the Standardized Vocabularies reflecting the type, origin or provenance of the Note."
NOTE,NOTE_CLASS_CONCEPT_ID,NO,INTEGER,"A foreign key to the predefined Concept in the Standardized Vocabularies reflecting the HL7 LOINC Document Type Vocabulary classification of the note."
NOTE,NOTE_TITLE,YES,CHARACTER VARYING,"The title of the Note as it appears in the source."
NOTE,NOTE_TEXT,NO,RBDMS DEPENDENT TEXT,"The content of the Note."
NOTE,ENCODING_CONCEPT_ID,NO,INTEGER,"A foreign key to the predefined Concept in the Standardized Vocabularies reflecting the note character encoding type"
NOTE,LANGUAGE_CONCEPT_ID,NO,INTEGER,"A foreign key to the predefined Concept in the Standardized Vocabularies reflecting the language of the note"
NOTE,PROVIDER_ID,YES,INTEGER,"A foreign key to the Provider in the PROVIDER table who took the Note."
NOTE,NOTE_SOURCE_VALUE,YES,CHARACTER VARYING,"The source value associated with the origin of the note"
NOTE,VISIT_OCCURRENCE_ID,YES,INTEGER,"Foreign key to the Visit in the VISIT_OCCURRENCE table when the Note was taken."
NOTE_NLP,NOTE_NLP_ID,NO,BIG INTEGER,"A unique identifier for each term extracted from a note."
NOTE_NLP,NOTE_ID,NO,INTEGER,"A foreign key to the Note table note the term was extracted from."
NOTE_NLP,SECTION_CONCEPT_ID,YES,INTEGER,"A foreign key to the predefined Concept in the Standardized Vocabularies representing the section of the extracted term."
NOTE_NLP,SNIPPET,YES,CHARACTER VARYING,"A small window of text surrounding the term."
NOTE_NLP,OFFSET,YES,CHARACTER VARYING,"Character offset of the extracted term in the input note."
NOTE_NLP,LEXICAL_VARIANT,NO,CHARACTER VARYING,"Raw text extracted from the NLP tool."
NOTE_NLP,NOTE_NLP_CONCEPT_ID,YES,INTEGER,"A foreign key to the predefined Concept in the Standardized Vocabularies reflecting the normalized concept for the extracted term. Domain of the term is represented as part of the Concept table."
NOTE_NLP,NOTE_NLP_SOURCE_CONCEPT_ID,YES,INTEGER,"A foreign key to a Concept that refers to the code in the source vocabulary used by the NLP system"
NOTE_NLP,NLP_SYSTEM,YES,CHARACTER VARYING,"Name and version of the NLP system that extracted the term.Useful for data provenance."
NOTE_NLP,NLP_DATE,NO,DATE,"The date of the note processing.Useful for data provenance."
NOTE_NLP,NLP_DATE_TIME,YES,DATETIME,"The date and time of the note processing. Useful for data provenance."
NOTE_NLP,TERM_EXISTS,YES,CHARACTER VARYING,"A summary modifier that signifies presence or absence of the term for a given patient. Useful for quick querying. *"
NOTE_NLP,TERM_TEMPORAL,YES,CHARACTER VARYING,"An optional time modifier associated with the extracted term. (for now “past” or “present” only). Standardize it later."
NOTE_NLP,TERM_MODIFIERS,YES,CHARACTER VARYING,"A compact description of all the modifiers of the specific term extracted by the NLP system. (e.g. “son has rash” ? “negated=no,subject=family, certainty=undef,conditional=false,general=false”)."
OBSERVATION,OBSERVATION_ID,NO,INTEGER,"A unique identifier for each observation."
OBSERVATION,PERSON_ID,NO,INTEGER,"A foreign key identifier to the Person about whom the observation was recorded. The demographic details of that Person are stored in the PERSON table."
OBSERVATION,OBSERVATION_CONCEPT_ID,NO,INTEGER,"A foreign key to the standard observation concept identifier in the Standardized Vocabularies."
OBSERVATION,OBSERVATION_DATE,NO,DATE,"The date of the observation."
OBSERVATION,OBSERVATION_DATETIME,YES,DATETIME,"The date and time of the observation."
