concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
788070,Product issues,Condition,MedDRA,SOC,C,10077536,2016-09-01,2099-12-31,
788071,Product quality, supply, distribution, manufacturing and quality system issues,Condition,MedDRA,HLGT,C,10077537,2016-09-01,2099-12-31,
788072,Somatic symptom and related disorders,Condition,MedDRA,HLGT,C,10077546,2016-09-01,2099-12-31,
788073,Device site reactions,Condition,MedDRA,HLT,C,10077527,2016-09-01,2099-12-31,
788074,Marginal zone lymphomas NEC,Condition,MedDRA,HLT,C,10077528,2016-09-01,2099-12-31,
788075,Anaphylactic and anaphylactoid responses,Condition,MedDRA,HLT,C,10077535,2016-09-01,2099-12-31,
788076,Counterfeit, falsified and substandard products,Condition,MedDRA,HLT,C,10077538,2016-09-01,2099-12-31,
788077,Manufacturing facilities and equipment issues,Condition,MedDRA,HLT,C,10077539,2016-09-01,2099-12-31,
788078,Manufacturing issues NEC,Condition,MedDRA,HLT,C,10077540,2016-09-01,2099-12-31,
788079,Manufacturing laboratory controls issues,Condition,MedDRA,HLT,C,10077541,2016-09-01,2099-12-31,
788080,Manufacturing materials issues,Condition,MedDRA,HLT,C,10077542,2016-09-01,2099-12-31,
788081,Manufacturing production issues,Condition,MedDRA,HLT,C,10077543,2016-09-01,2099-12-31,
788082,Product distribution and storage issues,Condition,MedDRA,HLT,C,10077544,2016-09-01,2099-12-31,
788083,Product supply and availability issues,Condition,MedDRA,HLT,C,10077545,2016-09-01,2099-12-31,
788084,Somatic symptom disorders,Condition,MedDRA,HLT,C,10077547,2016-09-01,2099-12-31,
788085,Intellectual disabilities,Condition,MedDRA,HLT,C,10077548,2016-09-01,2099-12-31,
788086,Paraphilias and paraphilic disorders,Condition,MedDRA,HLT,C,10077549,2016-09-01,2099-12-31,
788087,Varicose veins NEC,Condition,MedDRA,HLT,C,10077550,2016-09-01,2099-12-31,
788088,Intercepted medication errors,Observation,MedDRA,HLT,C,10077699,2016-09-01,2099-12-31,
788089,Bladder metaplasia,Condition,MedDRA,PT,C,10077233,2016-09-01,2099-12-31,
788090,Turbinoplasty,Procedure,MedDRA,PT,C,10077234,2016-09-01,2099-12-31,
788091,Scatolia,Condition,MedDRA,PT,C,10077237,2016-09-01,2099-12-31,
788092,Choristoma,Condition,MedDRA,PT,C,10077238,2016-09-01,2099-12-31,
788093,Medical device repositioning,Procedure,MedDRA,PT,C,10077243,2016-09-01,2099-12-31,
788094,Defiant behaviour,Condition,MedDRA,PT,C,10077244,2016-09-01,2099-12-31,
788095,Proctectomy,Procedure,MedDRA,PT,C,10077252,2016-09-01,2099-12-31,
788096,Somatoform genitourinary disorder,Condition,MedDRA,PT,C,10077253,2016-09-01,2099-12-31,
788097,Drug clearance,Condition,MedDRA,PT,C,10077254,2016-09-01,2099-12-31,
788098,Intensive care unit acquired weakness,Condition,MedDRA,PT,C,10077255,2016-09-01,2099-12-31,
788099,Froin's syndrome,Condition,MedDRA,PT,C,10077258,2016-09-01,2099-12-31,
788100,Non-cirrhotic portal hypertension,Condition,MedDRA,PT,C,10077259,2016-09-01,2099-12-31,
788101,Banti's syndrome,Condition,MedDRA,PT,C,10077260,2016-09-01,2099-12-31,
788102,Intravascular gas,Condition,MedDRA,PT,C,10077262,2016-09-01,2099-12-31,
788103,Painful os peroneum syndrome,Condition,MedDRA,PT,C,10077263,2016-09-01,2099-12-31,
788104,Critical illness,Condition,MedDRA,PT,C,10077264,2016-09-01,2099-12-31,
788105,Lysosomal acid lipase deficiency,Condition,MedDRA,PT,C,10077267,2016-09-01,2099-12-31,
788106,Vascular access site rash,Condition,MedDRA,PT,C,10077760,2016-09-01,2099-12-31,
788107,Foramen magnum syndrome,Condition,MedDRA,PT,C,10077976,2016-09-01,2099-12-31,
788108,Duodeno-jejunal bypass sleeve therapy,Procedure,MedDRA,PT,C,10077982,2016-09-01,2099-12-31,
788109,Abdominal fat apron,Condition,MedDRA,PT,C,10077983,2016-09-01,2099-12-31,
788110,Newborn head moulding,Condition,MedDRA,PT,C,10077984,2016-09-01,2099-12-31,
788111,Viscocanalostomy,Procedure,MedDRA,PT,C,10077985,2016-09-01,2099-12-31,
788112,Goniotomy,Procedure,MedDRA,PT,C,10077986,2016-09-01,2099-12-31,
788113,Sclerectomy,Procedure,MedDRA,PT,C,10077987,2016-09-01,2099-12-31,
788114,Neurovascular conflict,Condition,MedDRA,PT,C,10077988,2016-09-01,2099-12-31,
788115,Ureterolithiasis,Condition,MedDRA,PT,C,10077989,2016-09-01,2099-12-31,
788116,Myxoid cyst,Condition,MedDRA,PT,C,10078002,2016-09-01,2099-12-31,
788117,Metabolic surgery,Procedure,MedDRA,PT,C,10078004,2016-09-01,2099-12-31,
788118,Blood 1,5-anhydroglucitol test,Condition,MedDRA,PT,C,10078005,2016-09-01,2099-12-31,
788119,Neurosarcoidosis,Condition,MedDRA,PT,C,10078011,2016-09-01,2099-12-31,
788120,Limbic encephalitis,Condition,MedDRA,PT,C,10078012,2016-09-01,2099-12-31,
